t,r
3.609072715143e+01,4.210355522988e+01
3.615743829219e+01,4.209823057500e+01
3.622414943296e+01,4.209289510746e+01
3.629086057372e+01,4.208754882276e+01
3.635757171448e+01,4.208219171633e+01
3.642428285524e+01,4.207682378364e+01
3.649099399600e+01,4.207144502013e+01
3.655770513676e+01,4.206605542124e+01
3.662441627752e+01,4.206065498240e+01
3.669112741828e+01,4.205524369903e+01
3.675783855904e+01,4.204982156655e+01
3.682454969980e+01,4.204438858039e+01
3.689126084056e+01,4.203894473593e+01
3.695797198132e+01,4.203349002859e+01
3.702468312208e+01,4.202802445375e+01
3.709139426284e+01,4.202254800681e+01
3.715810540360e+01,4.201706068314e+01
3.722481654436e+01,4.201156247811e+01
3.729152768512e+01,4.200605338710e+01
3.735823882588e+01,4.200053340545e+01
3.742494996664e+01,4.199500252853e+01
3.749166110740e+01,4.198946075169e+01
3.755837224817e+01,4.198390807025e+01
3.762508338893e+01,4.197834447956e+01
3.769179452969e+01,4.197276997494e+01
3.775850567045e+01,4.196718455171e+01
3.782521681121e+01,4.196158820519e+01
3.789192795197e+01,4.195598093067e+01
3.795863909273e+01,4.195036272347e+01
3.802535023349e+01,4.194473357887e+01
3.809206137425e+01,4.193909349216e+01
3.815877251501e+01,4.193344245862e+01
3.822548365577e+01,4.192778047352e+01
3.829219479653e+01,4.192210753213e+01
3.835890593729e+01,4.191642362971e+01
3.842561707805e+01,4.191072876151e+01
3.849232821881e+01,4.190502292277e+01
3.855903935957e+01,4.189930610873e+01
3.862575050033e+01,4.189357831463e+01
3.869246164109e+01,4.188783953568e+01
3.875917278185e+01,4.188208976712e+01
3.882588392262e+01,4.187632900414e+01
3.889259506338e+01,4.187055724195e+01
3.895930620414e+01,4.186477447575e+01
3.902601734490e+01,4.185898070073e+01
3.909272848566e+01,4.185317591208e+01
3.915943962642e+01,4.184736010496e+01
3.922615076718e+01,4.184153327455e+01
3.929286190794e+01,4.183569541600e+01
3.935957304870e+01,4.182984652449e+01
3.942628418946e+01,4.182398659514e+01
3.949299533022e+01,4.181811562311e+01
3.955970647098e+01,4.181223360353e+01
3.962641761174e+01,4.180634053152e+01
3.969312875250e+01,4.180043640221e+01
3.975983989326e+01,4.179452121070e+01
3.982655103402e+01,4.178859495211e+01
3.989326217478e+01,4.178265762153e+01
3.995997331554e+01,4.177670921405e+01
4.002668445630e+01,4.177074972476e+01
4.009339559706e+01,4.176477914874e+01
4.016010673783e+01,4.175879748104e+01
4.022681787859e+01,4.175280471675e+01
4.029352901935e+01,4.174680085090e+01
4.036024016011e+01,4.174078587856e+01
4.042695130087e+01,4.173475979476e+01
4.049366244163e+01,4.172872259453e+01
4.056037358239e+01,4.172267427291e+01
4.062708472315e+01,4.171661482490e+01
4.069379586391e+01,4.171054424553e+01
4.076050700467e+01,4.170446252980e+01
4.082721814543e+01,4.169836967270e+01
4.089392928619e+01,4.169226566922e+01
4.096064042695e+01,4.168615051435e+01
4.102735156771e+01,4.168002420307e+01
4.109406270847e+01,4.167388673033e+01
4.116077384923e+01,4.166773809110e+01
4.122748498999e+01,4.166157828034e+01
4.129419613075e+01,4.165540729299e+01
4.136090727151e+01,4.164922512398e+01
4.142761841227e+01,4.164303176825e+01
4.149432955304e+01,4.163682722072e+01
4.156104069380e+01,4.163061147631e+01
4.162775183456e+01,4.162438452992e+01
4.169446297532e+01,4.161814637646e+01
4.176117411608e+01,4.161189701082e+01
4.182788525684e+01,4.160563642788e+01
4.189459639760e+01,4.159936462253e+01
4.196130753836e+01,4.159308158963e+01
4.202801867912e+01,4.158678732404e+01
4.209472981988e+01,4.158048182063e+01
4.216144096064e+01,4.157416507423e+01
4.222815210140e+01,4.156783707970e+01
4.229486324216e+01,4.156149783185e+01
4.236157438292e+01,4.155514732553e+01
4.242828552368e+01,4.154878555553e+01
4.249499666444e+01,4.154241251668e+01
4.256170780520e+01,4.153602820377e+01
4.262841894596e+01,4.152963261161e+01
4.269513008672e+01,4.152322573496e+01
4.276184122748e+01,4.151680756862e+01
4.282855236825e+01,4.151037810736e+01
4.289526350901e+01,4.150393734593e+01
4.296197464977e+01,4.149748527909e+01
4.302868579053e+01,4.149102190159e+01
4.309539693129e+01,4.148454720817e+01
4.316210807205e+01,4.147806119357e+01
4.322881921281e+01,4.147156385249e+01
4.329553035357e+01,4.146505517967e+01
4.336224149433e+01,4.145853516980e+01
4.342895263509e+01,4.145200381760e+01
4.349566377585e+01,4.144546111774e+01
4.356237491661e+01,4.143890706492e+01
4.362908605737e+01,4.143234165381e+01
4.369579719813e+01,4.142576487907e+01
4.376250833889e+01,4.141917673538e+01
4.382921947965e+01,4.141257721738e+01
4.389593062041e+01,4.140596631972e+01
4.396264176117e+01,4.139934403702e+01
4.402935290193e+01,4.139271036393e+01
4.409606404270e+01,4.138606529506e+01
4.416277518346e+01,4.137940882502e+01
4.422948632422e+01,4.137274094842e+01
4.429619746498e+01,4.136606165985e+01
4.436290860574e+01,4.135937095390e+01
4.442961974650e+01,4.135266882515e+01
4.449633088726e+01,4.134595526817e+01
4.456304202802e+01,4.133923027752e+01
4.462975316878e+01,4.133249384777e+01
4.469646430954e+01,4.132574597345e+01
4.476317545030e+01,4.131898664910e+01
4.482988659106e+01,4.131221586926e+01
4.489659773182e+01,4.130543362845e+01
4.496330887258e+01,4.129863992117e+01
4.503002001334e+01,4.129183474194e+01
4.509673115410e+01,4.128501808526e+01
4.516344229486e+01,4.127818994560e+01
4.523015343562e+01,4.127135031746e+01
4.529686457638e+01,4.126449919530e+01
4.536357571714e+01,4.125763657359e+01
4.543028685791e+01,4.125076244679e+01
4.549699799867e+01,4.124387680933e+01
4.556370913943e+01,4.123697965566e+01
4.563042028019e+01,4.123007098021e+01
4.569713142095e+01,4.122315077740e+01
4.576384256171e+01,4.121621904164e+01
4.583055370247e+01,4.120927576734e+01
4.589726484323e+01,4.120232094890e+01
4.596397598399e+01,4.119535458069e+01
4.603068712475e+01,4.118837665710e+01
4.609739826551e+01,4.118138717251e+01
4.616410940627e+01,4.117438612126e+01
4.623082054703e+01,4.116737349772e+01
4.629753168779e+01,4.116034929623e+01
4.636424282855e+01,4.115331351113e+01
4.643095396931e+01,4.114626613673e+01
4.649766511007e+01,4.113920716737e+01
